"('My', 'PRP$')","('grandmother', 'NN')","('is', 'VBZ')","('as', 'RB')","('gentle', 'JJ')","('as', 'IN')","('a', 'DT')","('lamb', 'NN')","('.', '.')",,,,,,,,,,
"('She', 'PRP')","('seems', 'VBZ')","('to', 'TO')","('be', 'VB')","('as', 'RB')","('bright', 'JJ')","('as', 'IN')","('a', 'DT')","('button', 'NN')","('!', '.')",,,,,,,,,
"('He', 'PRP')","('is', 'VBZ')","('still', 'RB')","('as', 'RB')","('strong', 'JJ')","('as', 'IN')","('an', 'DT')","('ox', 'NN')","('.', '.')",,,,,,,,,,
"('The', 'DT')","('weather', 'NN')","('is', 'VBZ')","('as', 'RB')","('hot', 'JJ')","('as', 'IN')","('hell', 'NN')","('!', '.')",,,,,,,,,,,
"('My', 'PRP$')","('brother', 'NN')","('is', 'VBZ')","('as', 'RB')","('tough', 'JJ')","('as', 'IN')","('leather', 'NN')","('!', '.')",,,,,,,,,,,
"('Her', 'PRP$')","('eyes', 'NNS')","('shined', 'VBD')","('as', 'RB')","('bright', 'JJ')","('as', 'IN')","('the', 'DT')","('moon', 'NN')","('.', '.')",,,,,,,,,,
"('You', 'PRP')","('are', 'VBP')","('as', 'RB')","('thin', 'JJ')","('as', 'IN')","('a', 'DT')","('rake', 'NN')","('.', '.')",,,,,,,,,,,
"('You', 'PRP')","('are', 'VBP')","('as', 'RB')","('wise', 'JJ')","('as', 'IN')","('an', 'DT')","('owl', 'NN')","('!', '.')",,,,,,,,,,,
"('The', 'DT')","('lake', 'NN')","('was', 'VBD')","('as', 'RB')","('clear', 'JJ')","('as', 'IN')","('crystal', 'NN')","('.', '.')",,,,,,,,,,,
"('Her', 'PRP$')","('voice', 'NN')","('is', 'VBZ')","('as', 'RB')","('smooth', 'JJ')","('as', 'IN')","('silk', 'NN')","('.', '.')",,,,,,,,,,,
"('That', 'DT')","('man', 'NN')","('is', 'VBZ')","('as', 'RB')","('stubborn', 'JJ')","('as', 'IN')","('a', 'DT')","('mule', 'NN')","('.', '.')",,,,,,,,,,
"('His', 'PRP$')","('friends', 'NNS')","('are', 'VBP')","('as', 'RB')","('silent', 'JJ')","('as', 'IN')","('the', 'DT')","('grave', 'NN')","('.', '.')",,,,,,,,,,
"('This', 'DT')","('shawl', 'NN')","('is', 'VBZ')","('as', 'RB')","('light', 'JJ')","('as', 'IN')","('a', 'DT')","('feather', 'NN')","('!', '.')",,,,,,,,,,
"('Her', 'PRP$')","('grandmother', 'NN')","(""'s"", 'POS')","('love', 'NN')","('story', 'NN')","('was', 'VBD')","('as', 'RB')","('old', 'JJ')","('as', 'IN')","('the', 'DT')","('hills', 'NNS')","('.', '.')",,,,,,,
"('He', 'PRP')","('is', 'VBZ')","('as', 'RB')","('straight', 'JJ')","('as', 'IN')","('an', 'DT')","('arrow', 'NN')","('.', '.')",,,,,,,,,,,
"('He', 'PRP')","('is', 'VBZ')","('as', 'RB')","('innocent', 'JJ')","('as', 'IN')","('a', 'DT')","('lamb', 'NN')","('.', '.')",,,,,,,,,,,
"('Love', 'NN')","('pricks', 'NNS')","('like', 'IN')","('a', 'DT')","('thorn', 'NN')","('.', '.')",,,,,,,,,,,,,
"('Old', 'NNP')","('Marley', 'NNP')","('was', 'VBD')","('as', 'RB')","('dead', 'JJ')","('as', 'IN')","('a', 'DT')","('door-nail', 'NN')","('.', '.')",,,,,,,,,,
"('It', 'PRP')","('dries', 'VBZ')","('up', 'RP')","('like', 'IN')","('a', 'DT')","('raisin', 'NN')","('in', 'IN')","('the', 'DT')","('sun', 'NN')","('.', '.')",,,,,,,,,
"('It', 'PRP')","('festers', 'VBZ')","('like', 'IN')","('a', 'DT')","('sore', 'JJ')","('.', '.')",,,,,,,,,,,,,
"('The', 'DT')","('water', 'NN')","('sounds', 'VBZ')","('like', 'IN')","('kittens', 'NNS')","('lapping', 'VBG')","('.', '.')",,,,,,,,,,,,
"('The', 'DT')","('pizza', 'NN')","('stretched', 'VBD')","('like', 'IN')","('a', 'DT')","('rubber', 'NN')","('band', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('old', 'JJ')","('truck', 'NN')","('groaned', 'VBD')","('like', 'IN')","('an', 'DT')","('old', 'JJ')","('man', 'NN')","('.', '.')",,,,,,,,,,
"('The', 'DT')","('Honda\x92s', 'NNP')","('ride', 'NN')","('is', 'VBZ')","('as', 'RB')","('smooth', 'JJ')","('as', 'IN')","('a', 'DT')","('gazelle', 'NN')","('in', 'IN')","('the', 'DT')","('Sahara', 'NNP')","('.', '.')",,,,,,
"('Ride', 'NN')","('comforts', 'NNS')","('like', 'IN')","('a', 'DT')","('hug', 'NN')","('from', 'IN')","('Grandpa', 'NNP')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('almond', 'NN')","('was', 'VBD')","('as', 'RB')","('hard', 'JJ')","('as', 'IN')","('a', 'DT')","('rock', 'NN')","('.', '.')",,,,,,,,,,
"('That', 'DT')","('knife', 'NN')","('is', 'VBZ')","('as', 'RB')","('sharp', 'JJ')","('as', 'IN')","('a', 'DT')","('razor', 'NN')","('.', '.')",,,,,,,,,,
"('She', 'PRP')","('was', 'VBD')","('as', 'RB')","('sly', 'JJ')","('as', 'IN')","('a', 'DT')","('fox', 'NN')","('.', '.')",,,,,,,,,,,
"('She', 'PRP')","('eats', 'VBZ')","('like', 'IN')","('a', 'DT')","('pig', 'NN')","('.', '.')",,,,,,,,,,,,,
"('She', 'PRP')","('ran', 'VBD')","('like', 'IN')","('lightning', 'NN')","('.', '.')",,,,,,,,,,,,,,
"('Jesse', 'NNP')","('is', 'VBZ')","('as', 'RB')","('sly', 'JJ')","('as', 'IN')","('a', 'DT')","('fox', 'NN')","('.', '.')",,,,,,,,,,,
"('My', 'PRP$')","('grandmother', 'NN')","('is', 'VBZ')","('as', 'RB')","('sweet', 'JJ')","('as', 'IN')","('strawberry', 'JJ')","('jam', 'NN')","('.', '.')",,,,,,,,,,
"('That', 'DT')","('sidewalk', 'NN')","('is', 'VBZ')","('as', 'RB')","('slippery', 'JJ')","('as', 'IN')","('glass', 'NN')","('.', '.')",,,,,,,,,,,
"('I', 'PRP')","('felt', 'VBD')","('as', 'RB')","('free', 'JJ')","('as', 'IN')","('a', 'DT')","('bird', 'NN')","('.', '.')",,,,,,,,,,,
"('That', 'DT')","('fence', 'NN')","('is', 'VBZ')","('as', 'RB')","('solid', 'JJ')","('as', 'IN')","('a', 'DT')","('rock', 'NN')","('.', '.')",,,,,,,,,,
"('Amber', 'NNP')","('can', 'MD')","('run', 'VB')","('as', 'RB')","('fast', 'RB')","('as', 'IN')","('a', 'DT')","('snowstorm', 'NN')","('.', '.')",,,,,,,,,,
"('The', 'DT')","('road', 'NN')","('is', 'VBZ')","('as', 'RB')","('straight', 'JJ')","('as', 'IN')","('an', 'DT')","('arrow', 'NN')","('.', '.')",,,,,,,,,,
"('My', 'PRP$')","('mouth', 'NN')","('was', 'VBD')","('as', 'RB')","('dry', 'JJ')","('as', 'IN')","('dust', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('night', 'NN')","('was', 'VBD')","('as', 'RB')","('black', 'JJ')","('as', 'IN')","('coal', 'NN')","('.', '.')",,,,,,,,,,,
"('My', 'PRP$')","('grandfather', 'NN')","(""'s"", 'POS')","('mind', 'NN')","('is', 'VBZ')","('still', 'RB')","('as', 'RB')","('sharp', 'JJ')","('as', 'IN')","('a', 'DT')","('tack', 'NN')","('.', '.')",,,,,,,
"('She', 'PRP')","('is', 'VBZ')","('as', 'RB')","('kind', 'JJ')","('as', 'IN')","('an', 'DT')","('angel', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('ghostly', 'JJ')","('figure', 'NN')","('floated', 'VBD')","('like', 'IN')","('a', 'DT')","('wisp', 'NN')","('of', 'IN')","('smoke', 'NN')","('.', '.')",,,,,,,,,
"('He', 'PRP')","('is', 'VBZ')","('as', 'RB')","('sick', 'JJ')","('as', 'IN')","('a', 'DT')","('dog', 'NN')","('.', '.')",,,,,,,,,,,
"('It', 'PRP')","('was', 'VBD')","('as', 'RB')","('big', 'JJ')","('as', 'IN')","('an', 'DT')","('elephant', 'NN')","('.', '.')",,,,,,,,,,,
"('He', 'PRP')","('is', 'VBZ')","('as', 'RB')","('bright', 'JJ')","('as', 'IN')","('a', 'DT')","('button', 'NN')","('.', '.')",,,,,,,,,,,
"('She', 'PRP')","('is', 'VBZ')","('as', 'RB')","('cold', 'JJ')","('as', 'IN')","('ice', 'NN')","('.', '.')",,,,,,,,,,,,
"('It', 'PRP')","('is', 'VBZ')","('as', 'RB')","('tough', 'JJ')","('as', 'IN')","('an', 'DT')","('old', 'JJ')","('boot', 'NN')","('.', '.')",,,,,,,,,,
"('The', 'DT')","('gold', 'NN')","('shines', 'VBZ')","('like', 'IN')","('the', 'DT')","('sun', 'NN')","('.', '.')",,,,,,,,,,,,
"('It', 'PRP')","('is', 'VBZ')","('as', 'RB')","('dry', 'JJ')","('as', 'IN')","('a', 'DT')","('bone', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('car', 'NN')","('is', 'VBZ')","('as', 'RB')","('clean', 'JJ')","('as', 'IN')","('a', 'DT')","('whistle', 'NN')","('.', '.')",,,,,,,,,,
"('He', 'PRP')","('looks', 'VBZ')","('like', 'IN')","('a', 'DT')","('fish', 'NN')","('out', 'IN')","('of', 'IN')","('water', 'NN')","('.', '.')",,,,,,,,,,
"('She', 'PRP')","('slept', 'VBD')","('like', 'IN')","('a', 'DT')","('log', 'NN')","('.', '.')",,,,,,,,,,,,,
"('It', 'PRP')","('was', 'VBD')","('soft', 'JJ')","('like', 'IN')","('velvet', 'NN')","('.', '.')",,,,,,,,,,,,,
"('The', 'DT')","('chocolate', 'NN')","('was', 'VBD')","('as', 'RB')","('smooth', 'JJ')","('as', 'IN')","('silk', 'NN')","('.', '.')",,,,,,,,,,,
"('It', 'PRP')","('leaked', 'VBD')","('like', 'IN')","('a', 'DT')","('sieve', 'NN')","('.', '.')",,,,,,,,,,,,,
"('It', 'PRP')","('cuts', 'VBZ')","('like', 'IN')","('butter', 'NN')","('.', '.')",,,,,,,,,,,,,,
"('The', 'DT')","('aeroplane', 'NN')","('soared', 'VBD')","('like', 'IN')","('an', 'DT')","('eagle', 'NN')","('.', '.')",,,,,,,,,,,,
"('The', 'DT')","('shark', 'NN')","(""'s"", 'POS')","('fin', 'NN')","('cutting', 'VBG')","('through', 'IN')","('the', 'DT')","('water', 'NN')","('was', 'VBD')","('as', 'RB')","('sharp', 'JJ')","('as', 'IN')","('a', 'DT')","('knife', 'NN')","('through', 'IN')","('butter', 'NN')","('.', '.')",,
"('Her', 'PRP$')","('cheeks', 'NNS')","('were', 'VBD')","('as', 'RB')","('red', 'JJ')","('as', 'IN')","('a', 'DT')","('rose', 'NN')","('.', '.')",,,,,,,,,,
"('My', 'PRP$')","('brother', 'NN')","('and', 'CC')","('I', 'PRP')","('fight', 'VBP')","('like', 'IN')","('cats', 'NNS')","('and', 'CC')","('dogs', 'NNS')","('all', 'PDT')","('the', 'DT')","('time', 'NN')","('.', '.')",,,,,,
"('Iniyan', 'NNP')","('is', 'VBZ')","('always', 'RB')","('as', 'RB')","('busy', 'JJ')","('as', 'IN')","('a', 'DT')","('bee', 'NN')","('.', '.')",,,,,,,,,,
"('My', 'PRP$')","('cousin', 'NN')","('chatters', 'VBZ')","('like', 'IN')","('a', 'DT')","('monkey', 'NN')","('.', '.')",,,,,,,,,,,,
"('Kitty', 'NNP')","('is', 'VBZ')","('as', 'RB')","('proud', 'JJ')","('as', 'IN')","('a', 'DT')","('peacock', 'NN')","('.', '.')",,,,,,,,,,,
"('Sruthy', 'NNP')","('works', 'VBZ')","('like', 'IN')","('a', 'DT')","('sloth', 'NN')","('.', '.')",,,,,,,,,,,,,
"('My', 'PRP$')","('dog', 'NN')","('eats', 'VBZ')","('like', 'IN')","('a', 'DT')","('pig', 'NN')","('.', '.')",,,,,,,,,,,,
"('Stephen', 'NNP')","('slept', 'VBD')","('like', 'IN')","('a', 'DT')","('baby', 'NN')","('.', '.')",,,,,,,,,,,,,
"('The', 'DT')","('hawk', 'NN')","('swooped', 'VBD')","('like', 'IN')","('an', 'DT')","('arrow', 'NN')","('shooting', 'VBG')","('from', 'IN')","('a', 'DT')","('bow', 'NN')","('.', '.')",,,,,,,,
"('Bob', 'NNP')","('is', 'VBZ')","('as', 'RB')","('cunning', 'JJ')","('as', 'IN')","('a', 'DT')","('fox', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('old', 'JJ')","('man', 'NN')","(""'s"", 'POS')","('hand', 'NN')","('was', 'VBD')","('as', 'RB')","('rough', 'JJ')","('as', 'IN')","('sandpaper', 'NN')","('.', '.')",,,,,,,,
"('Those', 'DT')","('two', 'CD')","('are', 'VBP')","('as', 'RB')","('different', 'JJ')","('as', 'IN')","('night', 'NN')","('and', 'CC')","('day', 'NN')","('.', '.')",,,,,,,,,
"('He', 'PRP')","('stood', 'VBD')","('like', 'IN')","('a', 'DT')","('sore', 'JJ')","('thumb', 'NN')","('.', '.')",,,,,,,,,,,,
"('That', 'DT')","('answer', 'NN')","('is', 'VBZ')","('as', 'RB')","('clear', 'JJ')","('as', 'IN')","('mud', 'NN')","('.', '.')",,,,,,,,,,,
"('Grandpa', 'NNP')","(""'s"", 'POS')","('beard', 'NN')","('was', 'VBD')","('as', 'RB')","('white', 'JJ')","('as', 'IN')","('snow', 'NN')","('.', '.')",,,,,,,,,,
"('Grandpa', 'NNP')","(""'s"", 'POS')","('beard', 'NN')","('is', 'VBZ')","('as', 'RB')","('soft', 'JJ')","('as', 'IN')","('a', 'DT')","('fluffy', 'JJ')","('cotton', 'NN')","('ball', 'NN')","('.', '.')",,,,,,,
"('The', 'DT')","('mouse', 'NN')","('is', 'VBZ')","('as', 'RB')","('dead', 'JJ')","('as', 'IN')","('a', 'DT')","('doornail', 'NN')","('.', '.')",,,,,,,,,,
"('Lois', 'NNP')","('moved', 'VBD')","('like', 'IN')","('a', 'DT')","('warship', 'NN')","('sailing', 'NN')","('into', 'IN')","('battle', 'NN')","('.', '.')",,,,,,,,,,
"('That', 'DT')","('baby', 'NN')","('is', 'VBZ')","('as', 'RB')","('cute', 'JJ')","('as', 'IN')","('a', 'DT')","('button', 'NN')","('!', '.')",,,,,,,,,,
"('He', 'PRP')","('runs', 'VBZ')","('as', 'RB')","('fast', 'RB')","('as', 'IN')","('lightning', 'NN')","('.', '.')",,,,,,,,,,,,
"('She', 'PRP')","('is', 'VBZ')","('as', 'RB')","('sweet', 'JJ')","('as', 'IN')","('honey', 'NN')","('.', '.')",,,,,,,,,,,,
"('The', 'DT')","('angel', 'NN')","(""'s"", 'POS')","('wings', 'NNS')","('were', 'VBD')","('as', 'RB')","('white', 'JJ')","('as', 'IN')","('freshly', 'RB')","('fallen', 'VBN')","('snow', 'NN')","('.', '.')",,,,,,,
"('The', 'DT')","('syllabus', 'NN')","('is', 'VBZ')","('as', 'RB')","('vast', 'JJ')","('as', 'IN')","('the', 'DT')","('sky', 'NN')","('.', '.')",,,,,,,,,,
"('Dirk', 'NNP')","('is', 'VBZ')","('as', 'RB')","('mean', 'JJ')","('as', 'IN')","('a', 'DT')","('snake', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('mystery', 'NN')","('was', 'VBD')","('as', 'RB')","('deep', 'JJ')","('as', 'IN')","('the', 'DT')","('ocean', 'NN')","('.', '.')",,,,,,,,,,
"('I', 'PRP')","('am', 'VBP')","('as', 'RB')","('poor', 'JJ')","('as', 'IN')","('a', 'DT')","('church', 'NN')","('mouse', 'NN')","('.', '.')",,,,,,,,,,
"('He', 'PRP')","('is', 'VBZ')","('hungry', 'JJ')","('like', 'IN')","('a', 'DT')","('wolf', 'NN')","('.', '.')",,,,,,,,,,,,
"('She', 'PRP')","('sings', 'VBZ')","('like', 'IN')","('an', 'DT')","('angel', 'NN')","('.', '.')",,,,,,,,,,,,,
"('His', 'PRP$')","('woollen', 'JJ')","('scarf', 'NN')","('hung', 'VBD')","('like', 'IN')","('a', 'DT')","('dead', 'JJ')","('skunk', 'NN')","('.', '.')",,,,,,,,,,
"('He', 'PRP')","('was', 'VBD')","('as', 'RB')","('cool', 'JJ')","('as', 'IN')","('the', 'DT')","('other', 'JJ')","('side', 'NN')","('of', 'IN')","('the', 'DT')","('pillow', 'NN')","('.', '.')",,,,,,,
"('The', 'DT')","('pages', 'NNS')","('of', 'IN')","('the', 'DT')","('old', 'JJ')","('book', 'NN')","('were', 'VBD')","('as', 'RB')","('delicate', 'JJ')","('as', 'IN')","('butterfly', 'NN')","('wings', 'NNS')","('.', '.')",,,,,,
"('The', 'DT')","('old', 'JJ')","('letter', 'NN')","('was', 'VBD')","('as', 'RB')","('yellow', 'JJ')","('as', 'IN')","('the', 'DT')","('autumn', 'NN')","('leaf', 'NN')","('.', '.')",,,,,,,,
"('The', 'DT')","('music', 'NN')","('flowed', 'VBD')","('like', 'IN')","('a', 'DT')","('river', 'NN')","('.', '.')",,,,,,,,,,,,
"('He', 'PRP')","('was', 'VBD')","('as', 'RB')","('lame', 'JJ')","('as', 'IN')","('a', 'DT')","('duck', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('universe', 'NN')","('is', 'VBZ')","('as', 'RB')","('infinite', 'JJ')","('as', 'IN')","('a', 'DT')","('bottomless', 'JJ')","('well', 'NN')","('.', '.')",,,,,,,,,
"('The', 'DT')","('network', 'NN')","('of', 'IN')","('relationships', 'NNS')","('was', 'VBD')","('as', 'RB')","('complex', 'JJ')","('as', 'IN')","('a', 'DT')","('spider', 'NN')","(""'s"", 'POS')","('web', 'NN')","('.', '.')",,,,,,
"('I', 'PRP')","('am', 'VBP')","('as', 'RB')","('pure', 'JJ')","('as', 'IN')","('the', 'DT')","('driven', 'VBN')","('slush', 'NN')","('.', '.')",,,,,,,,,,
"('His', 'PRP$')","('teeth', 'NNS')","('looked', 'VBD')","('like', 'IN')","('an', 'DT')","('unkempt', 'JJ')","('picket', 'NN')","('fence', 'NN')","('.', '.')",,,,,,,,,,
"('The', 'DT')","('warm', 'JJ')","('blankets', 'NNS')","('were', 'VBD')","('as', 'RB')","('cozy', 'JJ')","('as', 'IN')","('a', 'DT')","('hug', 'NN')","('.', '.')",,,,,,,,,
"('The', 'DT')","('bed', 'NN')","('is', 'VBZ')","('as', 'RB')","('warm', 'JJ')","('as', 'IN')","('womb', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('missing', 'JJ')","('piece', 'NN')","('of', 'IN')","('the', 'DT')","('puzzle', 'NN')","('was', 'VBD')","('as', 'RB')","('elusive', 'JJ')","('as', 'IN')","('a', 'DT')","('needle', 'NN')","('in', 'IN')","('a', 'DT')","('haystack', 'NN')","('.', '.')",,,
"('The', 'DT')","('rain', 'NN')","('poured', 'VBD')","('down', 'RP')","('like', 'IN')","('a', 'DT')","('waterfall', 'NN')","('.', '.')",,,,,,,,,,,
"('Her', 'PRP$')","('focus', 'NN')","('was', 'VBD')","('as', 'RB')","('sharp', 'JJ')","('as', 'IN')","('laser', 'NN')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('temple', 'NN')","('stood', 'VBD')","('as', 'RB')","('tall', 'JJ')","('as', 'IN')","('a', 'DT')","('mountain', 'NN')","('.', '.')",,,,,,,,,,
"('Her', 'PRP$')","('voice', 'NN')","('was', 'VBD')","('as', 'RB')","('annoying', 'JJ')","('as', 'IN')","('nails', 'NNS')","('.', '.')",,,,,,,,,,,
"('Her', 'PRP$')","('hair', 'NN')","('was', 'VBD')","('as', 'RB')","('shiny', 'JJ')","('as', 'IN')","('a', 'DT')","('mirror', 'NN')","('.', '.')",,,,,,,,,,
"('She', 'PRP')","('grew', 'VBD')","('on', 'IN')","('him', 'PRP')","('like', 'IN')","('a', 'DT')","('colony', 'NN')","('of', 'IN')","('bacteria', 'NNS')","('.', '.')",,,,,,,,,
"('You', 'PRP')","('dance', 'VBP')","('like', 'IN')","('a', 'DT')","('cat', 'NN')","('on', 'IN')","('a', 'DT')","('hot', 'JJ')","('tin', 'NN')","('roof', 'NN')","('.', '.')",,,,,,,,
"('The', 'DT')","('dancers', 'NNS')","('moved', 'VBD')","('across', 'IN')","('the', 'DT')","('stage', 'NN')","('like', 'IN')","('leaves', 'NNS')","('dancing', 'VBG')","('in', 'IN')","('the', 'DT')","('wind', 'NN')","('.', '.')",,,,,,
"('I', 'PRP')","('sleep', 'VBP')","('like', 'IN')","('a', 'DT')","('baby', 'NN')","('on', 'IN')","('my', 'PRP$')","('new', 'JJ')","('mattress', 'NN')","('.', '.')",,,,,,,,,
"('My', 'PRP$')","('grandma', 'NN')","('was', 'VBD')","('as', 'RB')","('tough', 'JJ')","('as', 'IN')","('nails', 'NNS')","('.', '.')",,,,,,,,,,,
"('The', 'DT')","('new', 'JJ')","('linebacker', 'NN')","('is', 'VBZ')","('as', 'RB')","('strong', 'JJ')","('as', 'IN')","('an', 'DT')","('ox', 'NN')","('.', '.')",,,,,,,,,
"('The', 'DT')","('idea', 'NN')","('was', 'VBD')","('as', 'RB')","('bright', 'JJ')","('as', 'IN')","('a', 'DT')","('shining', 'VBG')","('star', 'NN')","('.', '.')",,,,,,,,,
"('Your', 'PRP$')","('niece', 'NN')","('swims', 'VBZ')","('like', 'IN')","('a', 'DT')","('fish', 'NN')","('!', '.')",,,,,,,,,,,,
"('That', 'DT')","('teacher', 'NN')","('speaks', 'VBZ')","('like', 'IN')","('a', 'DT')","('foghorn', 'NN')","('.', '.')",,,,,,,,,,,,
"('I', 'PRP')","('ran', 'VBD')","('like', 'IN')","('the', 'DT')","('wind', 'NN')","('to', 'TO')","('catch', 'VB')","('the', 'DT')","('bus', 'NN')","('.', '.')",,,,,,,,,
"('The', 'DT')","('youngest', 'JJS')","('kid', 'NN')","('climbs', 'VBZ')","('like', 'IN')","('a', 'DT')","('monkey', 'NN')","('.', '.')",,,,,,,,,,,
"('They', 'PRP')","('fought', 'VBD')","('like', 'IN')","('cats', 'NNS')","('and', 'CC')","('dogs', 'NNS')","('.', '.')",,,,,,,,,,,,
"('This', 'DT')","('dress', 'NN')","('fits', 'VBZ')","('like', 'IN')","('a', 'DT')","('glove', 'NN')","('.', '.')",,,,,,,,,,,,
"('He', 'PRP')","('sat', 'VBD')","('there', 'RB')","('like', 'IN')","('a', 'DT')","('bump', 'NN')","('on', 'IN')","('a', 'DT')","('log', 'NN')","('.', '.')",,,,,,,,,
"('You', 'PRP')","('shine', 'VBP')","('like', 'IN')","('a', 'DT')","('diamond', 'NN')","('.', '.')",,,,,,,,,,,,,
"('I', 'PRP')","('worked', 'VBD')","('like', 'IN')","('a', 'DT')","('dog', 'NN')","('until', 'IN')","('the', 'DT')","('project', 'NN')","('was', 'VBD')","('done', 'VBN')","('.', '.')",,,,,,,,
"('The', 'DT')","('balloon', 'NN')","('rose', 'VBD')","('up', 'RP')","('into', 'IN')","('the', 'DT')","('sky', 'NN')","('like', 'IN')","('a', 'DT')","('bird', 'NN')","('taking', 'VBG')","('flight', 'NN')","('.', '.')",,,,,,
"('Your', 'PRP$')","('voice', 'NN')","('sounds', 'VBZ')","('like', 'IN')","('nails', 'NNS')","('on', 'IN')","('a', 'DT')","('chalkboard', 'NN')","('.', '.')",,,,,,,,,,
"('Karly', 'NNP')","('sings', 'VBZ')","('like', 'IN')","('an', 'DT')","('angel', 'NN')","('.', '.')",,,,,,,,,,,,,
"('The', 'DT')","('bad', 'JJ')","('news', 'NN')","('hit', 'VBD')","('me', 'PRP')","('like', 'IN')","('a', 'DT')","('ton', 'NN')","('of', 'IN')","('bricks', 'NNS')","('.', '.')",,,,,,,,
"('The', 'DT')","('passing', 'NN')","('of', 'IN')","('the', 'DT')","('year', 'NN')","('was', 'VBD')","('as', 'RB')","('fast', 'RB')","('as', 'IN')","('a', 'DT')","('shooting', 'NN')","('star', 'NN')","('.', '.')",,,,,,
"('The', 'DT')","('project', 'NN')","('was', 'VBD')","('complex', 'JJ')","('like', 'IN')","('a', 'DT')","('jigsaw', 'NN')","('puzzle', 'NN')","('.', '.')",,,,,,,,,,
"('Baby', 'NNP')","(""'s"", 'POS')","('face', 'NN')","('is', 'VBZ')","('as', 'RB')","('pure', 'JJ')","('as', 'IN')","('the', 'DT')","('morning', 'NN')","('dew', 'NN')","('.', '.')",,,,,,,,
